EmployeeID,LastName,FirstName,Department,JobTitle,Location,HireDate,TerminationDate,EmploymentStatus
E103437,Wilson,Jessica,Engineering,Software Engineer II,Columbus OH,04/04/2010,05/30/2025,Terminated
E103441,Harris,Daniel,Customer Service,Support Representative,Columbus OH,04/17/2011,,Active
E103451,Adams,David,Operations,Logistics Coordinator,Columbus OH,05/27/2020,,Active
E103457,Moore,Carol,Engineering,QA Engineer,Remote - US,09/19/2015,,Active
E103465,Jones,Jennifer,Engineering,Engineering Manager,Columbus OH,08/03/2009,,Active
E103471,Wright,Karen,Marketing,Demand Gen Manager,Remote - US,11/15/2014,,Active
E103487,Torres,Zara,Finance,Senior Accountant,Toronto ON,05/31/2025,01/07/2026,Terminated
E103505,Hernandez,Chloe,Engineering,DevOps Engineer,Remote - US,10/06/2025,08/04/2026,Terminated
E103517,Harris,Margaret,Operations,Operations Analyst,Remote - US,04/20/2009,,Active
E103531,Roberts,Lisa,Information Technology,Cloud Engineer,Toronto ON,08/30/2011,,Active
E103543,Taylor,Sandra,Finance,AP Specialist,Columbus OH,07/02/2026,,Active
E103562,Torres,Andrew,Information Technology,Database Administrator,Remote - US,09/28/2025,,Active
E103573,Kimura,Nia,Sales,Sales Operations Analyst,Columbus OH,04/07/2021,,Active
E103577,Davis,Kwame,Customer Service,Support Team Lead,Columbus OH,07/07/2010,06/20/2024,Terminated
E103593,King,Ravi,Sales,Regional Sales Manager,Columbus OH,09/08/2017,,Active
E103604,Scott,Ravi,Customer Service,Escalations Specialist,Remote - US,08/13/2017,07/11/2025,Terminated
E103623,Thomas,Andrew,Legal & Compliance,Paralegal,Toronto ON,03/14/2023,12/05/2025,Terminated
E103627,Jackson,Lisa,Information Technology,IT Manager,Remote - US,11/17/2015,,Active
E103646,Hall,Brian,Customer Service,Support Representative,Columbus OH,02/22/2025,,Active
E103652,Brown,Tomas,Operations,Operations Manager,Remote - US,04/16/2014,,Active
E103655,Lopez,Ravi,Legal & Compliance,Paralegal,Toronto ON,10/08/2018,,Active
E103667,Lee,Sandra,Human Resources,Recruiter,Remote - US,04/21/2017,,Active
E103670,Baker,Yuki,Sales,Regional Sales Manager,Remote - US,11/01/2015,,Active
E103688,Johnson,Wei,Sales,Sales Operations Analyst,Manila PH,02/22/2017,,Active
E103701,Allen,Anthony,Human Resources,Recruiter,Austin TX,06/14/2010,,Active
E103719,Robinson,Omar,Customer Service,Support Representative,Remote - US,11/08/2018,,Active
E103737,Wilson,Jennifer,Sales,Sales Development Rep,Austin TX,04/13/2016,,Active
E103753,Allen,Donna,Operations,Logistics Coordinator,Austin TX,08/05/2011,,Active
E103761,Young,Ahmed,Information Technology,Cloud Engineer,Manila PH,04/14/2023,,Active
E103766,Lewis,Donald,Sales,Account Executive,Remote - US,12/26/2016,,Active
E103772,Martin,Mateo,Information Technology,Cloud Engineer,Columbus OH,06/26/2025,03/22/2026,Terminated
E103776,Thompson,Ravi,Human Resources,HR Business Partner,Austin TX,12/12/2010,,Active
E103792,Perez,Rebecca,Operations,Production Planner,Remote - US,06/12/2022,,Active
E103799,Scott,Kwame,Finance,Staff Accountant,Toronto ON,12/14/2011,,Active
E103816,Nguyen,Timothy,Sales,Regional Sales Manager,Austin TX,03/05/2020,,Active
E103831,Walker,Tomas,Engineering,Senior Software Engineer,Columbus OH,12/15/2014,02/06/2026,Terminated
E103844,Thomas,Melissa,Sales,Sales Operations Analyst,Toronto ON,11/29/2023,,Active
E103852,Martinez,Kwame,Information Technology,Security Analyst,Manila PH,08/31/2012,11/21/2025,Terminated
E103869,Wright,Kwame,Marketing,Marketing Coordinator,Columbus OH,09/28/2011,,Active
E103875,Haddad,David,Information Technology,Network Engineer,Columbus OH,03/09/2017,04/05/2024,Terminated
E103891,Kowalski,Sarah,Engineering,DevOps Engineer,Columbus OH,12/30/2025,04/15/2026,Terminated
E103904,Williams,Anika,Operations,Operations Manager,Columbus OH,03/20/2011,04/14/2024,Terminated
E103920,Nelson,Linda,Engineering,DevOps Engineer,Columbus OH,08/29/2017,,Active
E103928,Mitchell,Tomas,Sales,Sales Development Rep,Manila PH,11/17/2024,,Active
E103944,Brown,Melissa,Finance,Accounting Manager,Manila PH,10/06/2023,,Active
E103955,Lopez,Paul,Operations,Operations Manager,Columbus OH,04/15/2012,,Active
E103958,Moore,Diego,Legal & Compliance,Compliance Analyst,Austin TX,05/12/2022,03/21/2024,Terminated
E103970,Kimura,Kenneth,Marketing,Content Strategist,Columbus OH,02/22/2021,,Active
E103977,White,Christopher,Sales,Sales Operations Analyst,Remote - US,09/30/2015,,Active
E103981,Johnson,Charles,Sales,Account Executive,Toronto ON,05/25/2017,,Active
E104000,Okafor,Susan,Marketing,Content Strategist,Austin TX,12/22/2023,,Active
E104011,King,William,Engineering,Software Engineer I,Remote - US,04/30/2025,,Active
E104015,Novak,Thomas,Engineering,QA Engineer,Remote - US,06/30/2009,,Active
E104032,Rossi,Mark,Sales,Sales Operations Analyst,Remote - US,08/31/2022,,Active
E104043,Jackson,Anika,Operations,Operations Analyst,Toronto ON,09/18/2025,03/20/2026,Terminated
E104051,Flores,Donald,Customer Service,Support Representative,Austin TX,03/22/2019,,Active
E104059,Campbell,Kenneth,Marketing,Demand Gen Manager,Manila PH,06/29/2011,,Active
E104067,Anderson,Melissa,Engineering,Senior Software Engineer,Columbus OH,11/14/2012,,Active
E104071,Brown,Kimberly,Operations,Warehouse Supervisor,Austin TX,03/10/2022,,Active
E104088,Taylor,Omar,Information Technology,Security Analyst,Remote - US,09/05/2022,,Active
E104103,Sanchez,Ravi,Engineering,Engineering Manager,Toronto ON,09/16/2018,,Active
E104112,Mitchell,George,Sales,Regional Sales Manager,Toronto ON,08/04/2021,,Active
E104130,Nelson,Chloe,Operations,Operations Manager,Austin TX,09/09/2020,12/28/2024,Terminated
E104134,Smith,Carol,Information Technology,Systems Administrator,Remote - US,03/21/2016,,Active
E104144,Silva,Steven,Engineering,Software Engineer II,Austin TX,05/08/2025,08/25/2026,Terminated
E104158,Lopez,Ashley,Engineering,Software Engineer I,Remote - US,01/26/2015,10/17/2025,Terminated
E104168,Thompson,Omar,Sales,Regional Sales Manager,Remote - US,07/31/2011,,Active
E104171,White,Priya,Operations,Logistics Coordinator,Austin TX,12/08/2018,,Active
E104184,Nguyen,Betty,Marketing,Demand Gen Manager,Columbus OH,12/19/2024,,Active
E104193,Martin,Ashley,Information Technology,Security Analyst,Columbus OH,05/18/2011,,Active
E104211,Baker,Sofia,Finance,Controller,Remote - US,08/09/2018,,Active
E104225,Perez,Susan,Legal & Compliance,Paralegal,Columbus OH,05/13/2025,,Active
E104238,Clark,Ronald,Finance,Financial Analyst,Columbus OH,12/27/2017,08/07/2025,Terminated
E104256,Adams,Lisa,Operations,Logistics Coordinator,Remote - US,06/12/2022,,Active
E104270,Walker,Diego,Marketing,Brand Manager,Remote - US,01/06/2016,,Active
E104279,Clark,Maria,Information Technology,Help Desk Analyst,Remote - US,01/31/2018,,Active
E104282,Scott,Ronald,Engineering,Senior Software Engineer,Columbus OH,12/06/2020,,Active
E104297,Jackson,Kenneth,Operations,Production Planner,Remote - US,04/21/2018,,Active
E104314,Scott,Elizabeth,Customer Service,Escalations Specialist,Remote - US,01/28/2016,02/27/2024,Terminated
E104325,Williams,Ronald,Customer Service,Support Representative,Remote - US,10/23/2019,,Active
E104338,Anderson,Matthew,Marketing,Content Strategist,Toronto ON,03/28/2021,,Active
E104342,Perez,Priya,Information Technology,Systems Administrator,Columbus OH,06/27/2025,08/15/2026,Terminated
E104347,Nguyen,Susan,Marketing,Marketing Coordinator,Austin TX,05/17/2014,,Active
E104365,Taylor,Jessica,Marketing,Content Strategist,Remote - US,12/09/2025,,Active
E104369,Brown,Kwame,Sales,Sales Development Rep,Austin TX,02/20/2021,,Active
E104379,Allen,Linda,Finance,Accounting Manager,Columbus OH,07/21/2022,,Active
E104397,Jackson,James,Finance,Senior Accountant,Austin TX,05/09/2022,,Active
E104400,Roberts,Donna,Operations,Production Planner,Remote - US,07/01/2019,12/14/2025,Terminated
E104416,King,Carol,Legal & Compliance,Paralegal,Manila PH,01/03/2018,,Active
E104426,Wilson,Michael,Engineering,Software Engineer II,Toronto ON,05/08/2011,,Active
E104444,Andersson,William,Finance,AP Specialist,Manila PH,08/29/2024,,Active
E104452,Nguyen,Kevin,Information Technology,IT Manager,Toronto ON,06/28/2017,04/24/2026,Terminated
E104462,Young,Karen,Human Resources,Recruiter,Toronto ON,12/14/2017,,Active
E104473,Baker,George,Operations,Operations Manager,Remote - US,02/14/2012,,Active
E104478,Thompson,Tomas,Engineering,Engineering Manager,Columbus OH,11/07/2013,,Active
E104486,Nelson,Luca,Marketing,Content Strategist,Toronto ON,04/05/2019,,Active
E104505,Thompson,Stephanie,Information Technology,Systems Administrator,Remote - US,06/26/2018,06/26/2025,Terminated
E104520,King,Joseph,Finance,Staff Accountant,Manila PH,06/08/2024,,Active
E104525,Kowalski,Patricia,Customer Service,Support Representative,Columbus OH,09/11/2025,,Active
E104528,Martin,Karen,Finance,Staff Accountant,Toronto ON,04/04/2025,,Active
E104539,Allen,Rebecca,Engineering,Software Engineer II,Columbus OH,03/02/2016,,Active
E104556,Patel,Sarah,Operations,Logistics Coordinator,Columbus OH,03/07/2020,,Active
E104565,Walker,Paul,Operations,Warehouse Supervisor,Austin TX,12/22/2017,,Active
E104583,Robinson,Amanda,Operations,Operations Analyst,Remote - US,09/12/2009,10/01/2025,Terminated
E104586,Lopez,Sandra,Engineering,DevOps Engineer,Remote - US,07/15/2016,,Active
E104597,Nelson,Amanda,Engineering,Engineering Manager,Remote - US,04/18/2024,,Active
E104606,Nelson,Sandra,Information Technology,Database Administrator,Austin TX,02/16/2025,,Active
E104609,Moore,Steven,Legal & Compliance,Paralegal,Columbus OH,02/07/2019,,Active
E104621,Gonzalez,Christopher,Engineering,QA Engineer,Remote - US,03/09/2020,,Active
E104632,Rossi,Thomas,Sales,Sales Operations Analyst,Columbus OH,07/26/2019,10/30/2024,Terminated
E104644,Lewis,Ahmed,Sales,Sales Development Rep,Toronto ON,12/31/2022,03/07/2025,Terminated
E104649,Roberts,Omar,Customer Service,Escalations Specialist,Remote - US,04/01/2022,,Active
E104657,Andersson,Kevin,Operations,Operations Analyst,Remote - US,07/27/2020,,Active
E104665,Hall,Amanda,Sales,Account Executive,Columbus OH,07/01/2009,,Active
E104668,Davis,Zara,Operations,Warehouse Supervisor,Austin TX,11/30/2014,,Active
E104687,Rivera,Charles,Engineering,DevOps Engineer,Toronto ON,06/13/2023,,Active
E104694,Martinez,James,Sales,Account Executive,Columbus OH,06/04/2014,03/05/2025,Terminated
E104709,Patel,Thomas,Sales,Sales Operations Analyst,Columbus OH,12/01/2016,,Active
E104717,Nelson,Rebecca,Information Technology,Security Analyst,Columbus OH,12/19/2018,,Active
E104733,Thomas,Christopher,Engineering,Engineering Manager,Remote - US,11/29/2011,,Active
E104747,Torres,Ingrid,Customer Service,Support Representative,Austin TX,09/10/2024,06/01/2026,Terminated
E104763,Scott,Wei,Information Technology,Cloud Engineer,Remote - US,05/26/2026,,Active
E104768,Wright,Chloe,Sales,Sales Development Rep,Remote - US,06/26/2009,,Active
E104784,Rossi,Carol,Marketing,Demand Gen Manager,Remote - US,08/10/2013,,Active
E104800,Dubois,Lisa,Engineering,Senior Software Engineer,Columbus OH,02/27/2011,,Active
E104807,Thomas,Wei,Engineering,Senior Software Engineer,Austin TX,07/21/2014,02/17/2026,Terminated
E104812,Roberts,Robert,Customer Service,Escalations Specialist,Columbus OH,04/09/2013,,Active
E104822,Sanchez,Kenneth,Engineering,Engineering Manager,Toronto ON,06/21/2012,,Active
E104833,Rivera,Jessica,Customer Service,Support Team Lead,Columbus OH,06/05/2018,,Active
E104838,Harris,Ingrid,Operations,Operations Analyst,Manila PH,07/29/2017,,Active
E104850,Johnson,William,Engineering,DevOps Engineer,Remote - US,02/18/2013,,Active
E104859,Campbell,Ravi,Engineering,Senior Software Engineer,Columbus OH,02/09/2011,,Active
E104864,Scott,Karen,Sales,Sales Operations Analyst,Manila PH,06/07/2012,,Active
E104871,Adams,Fatima,Operations,Operations Manager,Remote - US,07/29/2014,,Active
E104880,Clark,Andrew,Engineering,QA Engineer,Remote - US,03/30/2018,,Active
E104899,Martinez,Anthony,Information Technology,Cloud Engineer,Columbus OH,12/17/2019,,Active
E104907,King,Melissa,Information Technology,IT Manager,Columbus OH,11/01/2020,,Active
E104922,Allen,Timothy,Sales,Sales Development Rep,Columbus OH,06/29/2018,,Active
E104938,Jones,Elizabeth,Engineering,Software Engineer II,Manila PH,09/14/2016,,Active
E104943,Garcia,Tomas,Information Technology,Systems Administrator,Remote - US,05/10/2009,,Active
E104961,Hernandez,Tomas,Sales,Account Executive,Toronto ON,07/26/2015,,Active
E104974,Lee,Kenneth,Operations,Operations Analyst,Remote - US,05/19/2022,07/25/2025,Terminated
E104988,Adams,Nancy,Operations,Production Planner,Columbus OH,02/19/2020,,Active
E105005,Andersson,Elena,Operations,Logistics Coordinator,Remote - US,09/13/2015,,Active
E105008,Green,Mateo,Marketing,Brand Manager,Manila PH,04/09/2020,04/20/2025,Terminated
E105024,Smith,Amanda,Sales,Regional Sales Manager,Remote - US,10/04/2018,,Active
E105033,Mitchell,Wei,Sales,Account Executive,Austin TX,09/28/2016,,Active
E105036,King,Paul,Human Resources,HR Director,Austin TX,11/11/2013,04/27/2025,Terminated
E105045,Gonzalez,Richard,Finance,Financial Analyst,Columbus OH,02/16/2012,01/20/2024,Terminated
E105062,Novak,Robert,Customer Service,Support Team Lead,Columbus OH,05/01/2026,,Active
E105080,Dubois,Ashley,Engineering,Software Engineer II,Austin TX,12/21/2013,,Active
E105090,Novak,Joshua,Finance,Controller,Remote - US,04/06/2020,,Active
E105099,Carter,Jessica,Engineering,Engineering Manager,Austin TX,07/25/2011,,Active
E105109,Nguyen,Ashley,Operations,Production Planner,Austin TX,12/13/2025,02/22/2026,Terminated
E105124,Baker,Amanda,Engineering,Software Engineer I,Columbus OH,01/19/2023,,Active
E105134,Smith,Priya,Customer Service,Support Team Lead,Columbus OH,03/30/2018,,Active
E105148,Kimura,Wei,Finance,Staff Accountant,Columbus OH,04/19/2013,,Active
E105151,Hernandez,Anthony,Engineering,Senior Software Engineer,Remote - US,10/03/2018,08/21/2026,Terminated
E105166,Hernandez,Paul,Engineering,DevOps Engineer,Columbus OH,04/19/2011,,Active
E105182,Kowalski,Timothy,Information Technology,Network Engineer,Columbus OH,08/02/2017,04/10/2024,Terminated
E105194,Rossi,Jessica,Human Resources,Recruiter,Remote - US,10/21/2009,,Active
E105207,Mitchell,Rebecca,Sales,Sales Operations Analyst,Toronto ON,05/24/2012,,Active
E105221,Campbell,Ashley,Sales,Regional Sales Manager,Austin TX,03/25/2018,,Active
E105236,Silva,Sofia,Operations,Warehouse Supervisor,Manila PH,09/11/2012,,Active
E105249,Okafor,Luca,Finance,Accounting Manager,Remote - US,11/22/2023,,Active
E105267,Brown,Joshua,Customer Service,Support Team Lead,Columbus OH,11/05/2025,,Active
E105277,Lopez,Sarah,Engineering,QA Engineer,Manila PH,08/12/2012,,Active
E105281,Martinez,Rebecca,Sales,Regional Sales Manager,Austin TX,07/20/2010,,Active
E105299,Hall,Maria,Information Technology,Network Engineer,Remote - US,09/13/2016,12/03/2024,Terminated
E105302,Johnson,Melissa,Sales,Sales Development Rep,Columbus OH,05/08/2023,,Active
E105320,Adams,Amanda,Operations,Warehouse Supervisor,Columbus OH,01/03/2023,05/09/2024,Terminated
E105325,Hernandez,Zara,Finance,Senior Accountant,Remote - US,06/14/2014,,Active
E105336,Flores,Nia,Customer Service,Escalations Specialist,Austin TX,06/30/2016,,Active
E105348,Martin,Mark,Engineering,Senior Software Engineer,Remote - US,08/23/2017,,Active
E105351,Scott,Lisa,Sales,Sales Development Rep,Remote - US,08/14/2015,07/22/2025,Terminated
E105361,Campbell,Nancy,Sales,Account Executive,Columbus OH,08/10/2024,,Active
E105380,Hill,Ingrid,Sales,Regional Sales Manager,Toronto ON,10/28/2019,,Active
E105387,White,Charles,Finance,Accounting Manager,Manila PH,02/15/2014,,Active
E105398,Scott,Elena,Engineering,Engineering Manager,Toronto ON,07/01/2010,,Active
